z,n,symbol,radius,unc_r,abundance,abundance_unc,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,Extraction_date
8,15,O, ,, ,, ,0, , ,1/2+,97, ,8,ms,0.097,0.008,B-,100, ,B-N,7,2, , , , , , , , ,11336.1072,1261904,3756.6767,122,-20217.2997,157,-22099.058,438,2732.9795,134,24432.4050,241,7163.4856,52918,23015696.686,130663,14621.371,121712,2022-03-28
8,16,O, ,, ,, ,0, , ,0+,65, ,5,ms,0.065,0.005,B-,100, ,B-N,58,12, , , , , , , , ,10955.8885,1916327,7143.8229,168,-21428.0782,283,-28437.596,434,4192.2843,205,25508.9957,452,7039.6855,68698,24019861,177000,18500.404,164874,2022-03-28
8,18,O, ,, ,, ,0, , ,0+,4.5, ,+32-34,ps,0.0000000000045,0.0000000000033,2N,100, , , , , , , , , , , , ,15986.3855,1966301,15255.5557,191,-21375.0782,284, ,,739.3077,10,28611,529,6497.479,63442,26037210.155,177081,34661.041,164950,2022-03-28
9,4,F, ,, ,,X, , , ,(5/2+),1.01, ,27,MeV,4.5172050997166895e-22,1.2075696801222834e-22, , , , , , , , , , , , , , , ,, ,, ,, ,, ,,-2728,500,4297,38,13045121,537,42030,500,2022-03-28
9,5,F, ,, ,, ,0, , ,2-,910, ,100,keV,5.013601264520723e-22,5.50945193903376e-23, , , , , , , , , , , , , , , ,, ,,-9260.5406,402,23956.622,41,18137,502,-1559.9999,40,5285.2091,29371,14034315.196,44142,31964.403,41119,2022-03-28
9,6,F, ,, ,, ,0, , ,1/2+,660, ,20,keV,6.912692652596753e-22,2.0947553492717434e-23,P,100, , , , , , , , , , , , ,-23648.6215,681377, ,,-10223.8076,15,13711.13,14,23468.9686,43,-1269.9999,14,6497.4597,9333,15017785.139,15029,16566.752,14000,2022-03-28
9,7,F, ,, ,, ,0, , ,0-,40, ,20,keV,1.1405942876784644e-20,5.702971438392322e-21,P,100, , , , , , , ,1, , , , ,-13311.5932,211709,-37611.5100,67,-9087.8022,5,15412.184,5,13962.8884,15,-530.5885,5,6964.049,3353,16011460.278,5758,10675.182,5364,2022-03-28
9,8,F, ,, ,, ,0, , ,5/2+,64.49, ,16,s,64.49,0.16,EC+B+,100, , , , , , , ,1/2,4.7223, , , ,-14548.7507,4323,-30106.3918,20,-5818.6957,3662,2760.465,248,16794.7986,5,600.2676,2479,7542.3284,146,17002095.237,266,1951.701,248,2022-03-28
9,9,F, ,, ,, ,0, , ,1+,109.77, ,5,m,6586.2,3,EC+B+,100, , , , , , , ,0, , , , ,-4444.5049,5888,-23698.6576,5832,-4415.2202,4633,1655.928,463,9149.9069,5254,5607.0944,4633,7631.6383,257,18000937.324,497,873.112,463,2022-03-28
9,10,F,2.8976,25,100, ,,0, , ,1/2+,STABLE, , , , , , , , , , , , , , ,1/2, , , , ,-3239.4986,1601,-14876.3806,3634,-4013.7991,10,-4820.303,2637,10431.8757,4633,7993.5998,10,7779.0192,2,18998403.16207,88,-1487.44512,82,2022-03-28
9,11,F, ,, ,, ,0, , ,2+,11.07, ,6,s,11.07,0.06,B-,100, , , , , , , ,1,2.0935, ,-0.042, ,7024.4689,297,-9840.8348,1628,-8126.2863,23016,-3813.635,886,6601.3362,297,10639.2921,26371,7720.1351,15,19999981.252,31,-17.463,30,2022-03-28
9,12,F, ,, ,, ,0, , ,5/2+,4.158, ,20,s,4.158,0.02,B-,100, , , , , , , , ,3.93, ,0.11, ,5684.1712,18004,-1076.9911,18000,-10342.5998,15,-8109.639,12,8101.4601,18002,11132.7480,20058,7738.2934,857,20999948.893,1932,-47.605,1800,2022-03-28
9,13,F, ,, ,, ,0, , ,(4+),4.23, ,4,s,4.23,0.04,B-,100, ,B-N,11, , , , , ,2.6944, ,0.003, ,10818.0916,123990,453.8342,12,-12744.7075,22,-6489.656,58,5230.3370,13,12557.6290,17,7624.2954,5636,22002998.812,13310,2793.376,12399,2022-03-28
9,14,F, ,, ,, ,0, , ,(5/2+),2.23, ,14,s,2.23,0.14,B-,100, ,B-N,14, , , , , , , , , ,8439.3084,333206,3238.6611,33,-14995.9075,37,-11336.108,126,7579.4305,36,13286.7398,66,7622.3447,14487,23003526.875,35770,3285.263,33320,2022-03-28
9,15,F, ,, ,, ,0, , ,(3+),390, ,70,ms,0.39,0.07,B-,100, ,B-N,5.9, , , , , , , , , ,13496.1583,976717,4627.2428,98,-16646.8978,126,-10955.888,192,3812.0656,103,14365.8258,156,7463.5831,40696,24008099.37,104853,7544.516,97670,2022-03-28
9,16,F, ,, ,, ,0, , ,5/2+,80, ,9,ms,0.08,0.009,B-,100, ,B-N,23.1,4.5, , , , , , , , ,13369.6698,1007212,9214.4912,96,-16322.6644,165,-15994.863,191,4281.6671,137,14455.2086,191,7336.3065,38577,25012167.727,103535,11334.167,96442,2022-03-28
9,17,F, ,, ,, ,0, , ,1+,8.2, ,9,ms,0.0082,0.0009,B-,100, ,B-N,13.5,4, , , , , , , , ,18193.5414,1086022,12638.8399,111,-15515.0654,234,-15986.386,197,730.8299,144,15943.3462,197,7082.2497,41164,26020048.065,114898,18674.655,107027,2022-03-28
9,18,F, ,, ,, ,0, , ,(5/2+),5.0, ,2,ms,0.005,0.0002,B-,100, ,B-N,77,21, , , , , , , , ,18082.568,1506211,16581.0463,122,-14011.8669,437, ,,1612.4952,59,16816.5337,204,6879.6662,44518,27026981.897,129037,25133.478,120198,2022-03-28
9,19,F, ,, ,, ,0, , , ,0.046,AP, ,as,4.6e-20, ,N,100, , , , , , , , , , , , ,22104.0579,1742886,18281.5680,151,-15959,418,-18676.204,709,-199.0000,6,18555,514,6626.8567,42981,28035860.448,129198,33403.796,120347,2022-03-28
9,20,F, ,, ,, ,0, , , ,2.5, ,3,ms,0.0025,0.0003,B-N,100,80,B-,100, , , , , , , , , ,21750.3873,5462212,20779.1341,540,-18258,727, ,,1324.9238,539,19219,874,6444.0314,181160,29043103,564000,40150.190,525363,2022-03-28
9,21,F, ,, ,, ,0, , , , , , , , , ,N, , , , , , , , , , , , , ,25680,561,22489,522, ,, ,,-739,725, ,,6205,17,30052561,537,48960,500,2022-03-28
9,22,F, ,, ,, ,0, , , ,260,GT, ,ns,0.00000026, ,B-2N, , ,B-N, , ,B-, , , , , , , ,25661,597,25491,592, ,, ,,189,732, ,,6011,17,31061023,574,56843,535,2022-03-28
10,5,Ne, ,, ,, ,0, , ,(3/2-),0.59, , ,MeV,7.732842628328571e-22,0,2P,100, , , , , , , , , , , , , ,, ,,-9948.4554,90,23648.622,68, ,,-961.9999,77,4868.7285,44456,15043172.977,71588,40215.374,66684,2022-03-28
10,6,Ne, ,, ,, ,0, , ,0+,80,LT, ,keV,5.702971438392322e-21,0,2P,100, , , , , , , , , , , , , ,, ,,-10451.4758,24,13311.593,21,24299.9167,70,-131.0518,25,6083.1777,12800,16025750.86,21986,23986.775,20480,2022-03-28
10,7,Ne,3.0413,88, ,, ,0, , ,1/2-,109.2, ,6,ms,0.1092,0.0006,EC+B+,100, ,ECP,95.2,4.6,ECA,2.77,0.19,3/2,0.7873, , , ,-18219.1277,596167, ,,-9039.8956,10,14548.751,432,15557.6411,20,1463.7009,5,6640.4991,208,17017713.962,380,16500.452,354,2022-03-28
10,8,Ne,2.9714,76, ,, ,0, , ,0+,1672, ,8,ms,1.672,0.008,EC+B+,100, , , , , , , ,1, , , , ,-19720.3745,938819,-37473.2804,60,-5115.0797,3643,4444.505,588,19254.1527,5071,3923.0550,4399,7341.2577,202,18005708.696,390,5317.617,363,2022-03-28
10,9,Ne,3.0082,40, ,, ,0, , ,1/2+,17.22, ,2,s,17.22,0.02,EC+B+,100, , , , , , , ,1/2, , , , ,-11177.331,105364,-31357.2564,94,-3528.4845,5156,3239.499,16,11636.8819,3965,6410.0300,4902,7567.3431,84,19001880.906,171,1752.054,160,2022-03-28
10,10,Ne,3.0055,21,90.48,3, ,0, , ,0+,STABLE, , , , , , , , , , , , , , ,0, , , , ,-13892.4207,11090,-28042.6347,11,-4729.8459,0,-7024.469,3,16865.3038,1601,12843.4581,17,8032.2412,2,19992440.17525,165,-7041.93217,154,2022-03-28
10,11,Ne,2.9695,33,0.27,1, ,0, , ,3/2+,STABLE, , , , , , , , , , , , , , , ,-0.661797, ,0.103, ,-3546.919,177,-20653.5830,11096,-7347.928,385,-5684.171,18,6761.1623,385,13003.2842,486,7971.7136,18,20993846.685,41,-5731.776,38,2022-03-28
10,12,Ne,2.9525,40,9.25,3, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-2843.3243,1325,-13911.1765,459,-9666.8153,177,-10818.092,12,10364.2574,424,15266.0816,18001,8080.4656,8,21991385.113,18,-8024.716,18,2022-03-28
10,13,Ne,2.9104,71, ,, ,0, , ,5/2+,37.25, ,10,s,37.25,0.1,B-,100, , , , , , , , ,-1.0794, ,0.145, ,4375.8085,1044,-8043.9716,1677,-10911.8187,26390,-8439.308,33,5200.6473,1029,15236.3919,12,7955.2561,45,22994466.905,112,-5154.045,104,2022-03-28
10,14,Ne,2.9007,78, ,, ,0, , ,0+,3.38, ,2,m,202.8,1.2,B-,100, , , , , , , , , , , , ,2466.2583,5130,-4493.1069,5127,-12172.73,10227,-13496.158,98,8868.9154,5226,16525.8769,33,7993.3252,214,23993610.649,550,-5951.642,513,2022-03-28
10,15,Ne,2.9316,88, ,, ,0, , ,1/2+,602, ,8,ms,0.602,0.008,B-,100, , , , , , , , ,-1.0062, , , ,7322.3107,290701,-1688.9203,29,-12522.4526,31,-13369.67,101,4155.1786,29,16868.9899,102,7839.7994,11618,24997814.797,31181,-2035.503,29045,2022-03-28
10,16,Ne,2.9251,100, ,, ,0, , ,0+,197, ,2,ms,0.197,0.002,B-,100, ,B-N,0.13,0.03, , , , , , , , ,7341.894,187585,1767.6091,18,-11226.8344,60,-18193.541,109,5554.7015,34,18142.0243,98,7751.911,7088,26000516.496,19784,481.114,18429,2022-03-28
10,17,Ne, ,, ,, ,0, , ,(3/2+),31.5, ,13,ms,0.0315,0.0013,B-,100, ,B-N,2,0.5, , , , , , , , ,12568.7005,908467,5840.3723,91,-9995.3765,152,-18082.568,151,1501.5217,93,18912.7161,140,7520.4151,33619,27007569.462,97445,7050.910,90770,2022-03-28
10,18,Ne,2.9642,134, ,, ,0, , ,0+,20, ,1,ms,0.02,0.001,B-,100, ,B-N,12,1,B-2N,3.7,0.5, , , , , ,12288.0534,1264833,8746.2106,126,-9625.5821,208,-22104.058,174,3822.4899,155,21122.7109,174,7388.3463,45024,28012130.767,135339,11299.738,126068,2022-03-28
10,19,Ne, ,, ,, ,0, , ,(3/2+),15, ,3,ms,0.015,0.003,B-,100, ,B-N,28,5,B-2N,4,1, , , , , ,15719.8092,1496847,11316.8002,150,-11354.143,223,-21750.387,546,971.2532,196,22292.9641,192,7167.0673,51553,29019753,160500,18399.803,149505,2022-03-28
10,20,Ne, ,, ,, ,0, , ,0+,7.3, ,3,ms,0.0073,0.0003,B-,100, ,B-N,13,4,B-2N,8.9,2.3, , , , , ,14805.4501,2532946,12528.8080,253,-13805.8365,302,-25679.88,560,3191.0012,294,24159.0415,583,7034.5317,84417,30024992.235,271875,23280.120,253250,2022-03-28
10,21,Ne, ,, ,, ,0, , ,(3/2-),3.4, ,8,ms,0.0034,0.0008,B-,100, ,B-2N, , ,B-N, , , , , , , ,18935.5625,2665617,14635.6061,266,-15913,567,-25661.406,598,169.8440,127,25068,567,6813.0902,85869,31033474.816,285772,31181.594,266195,2022-03-28
10,22,Ne, ,, ,, ,0, , ,0+,3.5, ,9,ms,0.0035,0.0009,B-,100, ,B-N, , , , , , , , , , ,18359,504,16682,503,-17506,861, ,,2254,569,27133,734,6671,16,32039720,540,36999,503,2022-03-28
10,23,Ne, ,, ,, ,0, , , ,180,LT, ,ns,0.00000018, ,N, , , , , , , , , , , , , ,22350,750,19419,601, ,, ,,-1060,783, ,,6436,18,33049523,644,46130,600,2022-03-28
10,24,Ne, ,, ,, ,0, , ,0+,60,GT, ,ns,0.00000006, ,B-2N, , ,B-N, , ,B-, , , , , , , ,21161,789,20990,682, ,, ,,1360,789, ,,6287,15,34056728,551,52842,513,2022-03-28
11,6,Na, ,, ,, ,0, , ,(1/2+), , , , , , , , , , , , , , , ,3/2, , , , , ,, ,,-9735,504,18219.128,60, ,,-3443.8336,63,5522.7653,35068,17037273,64000,34719.580,59616,2022-03-28
11,7,Na, ,, ,, ,0, , ,(1)-,0.2,LT, ,MeV,2.2811885753569284e-21,0,P,100, , , , , , , , , , , , , ,, ,,-9351.3267,102,19720.375,94,17752.9059,111,-1248.5688,94,6202.2176,52156,18026879.388,100785,25037.992,93881,2022-03-28
11,8,Na, ,, ,, ,0, , ,(5/2+),40,LT, ,keV,1.1405942876784644e-20,0,P,100, , , , , , , , , , , , ,-18909.0095,609189, ,,-6062.2835,18,11177.33,11,20179.9254,94,-322.7961,11,6937.8864,5545,19013880.264,11309,12929.384,10535,2022-03-28
11,9,Na,2.9718,420, ,, ,0, , ,2+,447.9, ,23,ms,0.4479,0.0023,EC,100, ,ECA,20.05,0.2, , , ,1,0.3694, , , ,-10627.2054,21681,-33059.2235,60,-6249.6092,5,13892.421,1109,14150.2140,11,2190.5361,11205,7298.5028,554,20007354.301,1190,6850.489,1109,2022-03-28
11,10,Na,3.0136,284, ,, ,0, , ,3/2+,22.49, ,4,s,22.49,0.04,EC+B+,100, , , , , , , , ,2.3863, ,0.124, ,-13088.708,7557,-27733.8694,18635,-6561.4745,2515,3546.919,57,17106.6639,11098,2431.8963,423,7765.5581,20,20997654.459,45,-2184.857,42,2022-03-28
11,11,Na,2.9852,169, ,, ,0, , ,3+,2.6018, ,22,Y,82104810.00069347,69425.2371441024,EC+B+,100, , , , , , , , ,1.746, ,0.18, ,-4781.4051,1631,-24156.5602,7659,-8479.4198,4817,2843.325,133,11067.8522,1384,6738.5862,1373,7915.6624,60,21994437.547,141,-5181.391,132,2022-03-28
11,12,Na,2.9936,21,100, ,,0, , ,3/2+,STABLE, , , , , , , , , , , , , , , ,2.2175, ,0.104, ,-4056.179,317,-17201.1852,1593,-10467.3243,20,-4375.809,104,12419.7801,1318,8794.1088,178,8111.4936,2,22989769.28195,194,-9529.85352,181,2022-03-28
11,13,Na,2.9735,169, ,, ,0, , ,4+,14.997, ,12,h,53989.2,43.2,B-,100, , , , , , , , ,1.6903, , , ,5515.6774,210,-11015.5442,357,-10825.3534,340,-2466.259,513,6959.3653,165,10552.8268,1057,8063.4882,7,23990963.012,17,-8417.901,17,2022-03-28
11,14,Na,2.9769,252, ,, ,0, , ,5/2+,59.1, ,6,s,59.1,0.6,B-,100, , , , , , , , ,3.683, ,-0.1, ,3834.9684,12009,-3495.5535,12001,-11735.1243,21633,-7322.311,29,9011.2310,12001,10695.1423,13049,8101.3979,480,24989953.974,1288,-9357.814,1200,2022-03-28
11,15,Na,2.9928,331, ,, ,0, , ,3+,1.07128, ,25,s,1.07128,0.00025,B-,100, , , , , , , , ,2.851, ,-0.0053, ,9353.7631,35018,-1739.3165,4,-12079.0722,13,-7341.894,19,5574.2849,4,12114.2485,29,8004.2013,1347,25992634.649,3759,-6860.780,3502,2022-03-28
11,16,Na,3.0136,467, ,, ,0, , ,5/2+,301, ,6,ms,0.301,0.006,B-,100, ,B-N,0.13,0.04, , , , ,3.895, ,-0.007, ,9068.8037,37266,2625.4350,4,-11227.9698,34,-12568.701,91,6728.3282,5,13287.8752,19,7956.9467,1380,26994076.408,4000,-5517.791,3726,2022-03-28
11,17,Na,3.0400,581, ,, ,0, , ,1+,30.5, ,4,ms,0.0305,0.0004,B-,100, ,B-N,0.58,0.12, , , , ,2.42, ,0.0395, ,14031.6303,102498,5526.9609,10,-10957.747,98,-12288.053,126,3541.8428,11,15328.1963,91,7799.2644,3659,27998939,11000,-988.315,10246,2022-03-28
11,18,Na,3.0922,723, ,, ,0, , ,3/2+,44.1, ,9,ms,0.0441,0.0009,B-,100, ,B-N,21.5,3, , , , ,2.449, ,0.086, ,13292.3538,73447,9628.6213,7,-11079.0889,97,-15719.809,150,4403.0090,13,15908.7153,126,7682.1522,2530,29002877.091,7876,2679.994,7337,2022-03-28
11,19,Na,3.1180,884, ,, ,0, , ,2+,48, ,2,ms,0.048,0.002,B-,100, ,B-N,30,4,B-2N,1.15,0.25, ,2.069, ,0.15, ,17356.0423,49011,11015.7117,5,-12624.9011,107,-14805.45,253,2276.6421,9,17214.1043,150,7501.9685,1576,30009097.931,5074,8474.670,4727,2022-03-28
11,20,Na,3.1704,893, ,, ,0, , ,3/2(+),17.35, ,40,ms,0.01735,0.0004,B-,100, ,B-N,37.3,5.4,B-2N,0.87,0.24, ,2.298, , , ,15368.1833,143065,13056.0859,14,-15312.3624,121,-18935.563,267,4299.9564,15,18323.0595,254,7398.6778,4507,31013146.654,15000,12246.031,13972,2022-03-28
11,21,Na, ,, ,, ,0, , ,(3- 4-),13.2, ,4,ms,0.0132,0.0004,B-,100, ,B-N,24,7,B-2N,8.3,2.1, , , , , ,19469.0523,374021,13690.9853,37,-17188.5604,126,-18358.848,504,1677.1979,40,19830.4134,269,7219.8815,11644,32020011.024,40000,18640.152,37260,2022-03-28
11,22,Na, ,, ,, ,0, , ,(3/2+),8.0, ,4,ms,0.008,0.0004,B-,100, ,B-N,47,6,B-2N,13,3, , , , , ,18817.24,4499195,16537.6956,450,-18794.9932,692,-22349.887,750,2931.3567,451,20508,675,7089.9262,136337,33025529,483000,23780.113,449912,2022-03-28
11,23,Na, ,, ,, ,0, , , ,5.5, ,10,ms,0.0055,0.001,B-,100, ,B-2N,50, ,B-N,15, , , , , , ,23356.7903,5994561,18645.9235,599,-19705,781,-21161.886,789,171.3166,749,21739,848,6886.4377,176299,34034010,643500,31680.114,599416,2022-03-28
11,24,Na, ,, ,, ,0, , ,(3/2+),1.8, ,5,ms,0.0018,0.0005,B-,100, ,B-N,0, ,B-4N, , , , , , , ,22192,723,21437,670,-21436,857, ,,1920,300,22299,844,6745,19,35040614,720,37831,670,2022-03-28
11,25,Na, ,, ,, ,0, , , ,180,LT, ,ns,0.00000018, ,N, , , , , , , , , , , , , ,25523,974,22192,738, ,, ,,-0,150, ,,6557,19,36049279,737,45903,687,2022-03-28
11,26,Na, ,, ,, ,0, , , ,60,GT, ,ns,0.00000006, ,B-N, , ,B-, , , , , , , , , , ,24923,980,24683,974, ,, ,,840,212, ,,6403,19,37057042,737,53134,687,2022-03-28
12,7,Mg, ,, ,, ,0, , ,1/2-,1.14E-4, , ,eV,0.000000000004002085219924436,0,2P,100, , , , , , , , , , , , , ,, ,,-10801.8956,90,18909.01,61, ,,488.5689,111,5901.4992,31579,19034179.92,64413,31838.394,60001,2022-03-28
12,8,Mg, ,, ,, ,0, , ,0+,90.4, ,7,ms,0.0904,0.0007,B+,100, ,B+P,30.3,1.2, , , , , , , , , ,, ,,-8933.997,21,10627.205,2168,22432.0181,60,2740.6616,11,6728.0252,931,20018763.075,2000,17477.694,1863,2022-03-28
12,9,Mg, ,0, ,, ,0, , ,5/2+,122, ,3,ms,0.122,0.003,EC+B+,100, ,B+P,32.6,1,B+A,0.5, , ,-0.983, , , ,-16186,600, ,,-8021.5172,8335,13088.708,756,14645.1614,20100,3235.6089,13413,7105.0317,359,21011705.764,810,10903.851,755,2022-03-28
12,10,Mg, ,0, ,, ,0, , ,0+,3.8755, ,12,s,3.8755,0.0012,EC+B+,100, , , , , , , , , , , , ,-18601,401,-35561,600,-8142.5196,3967,4781.405,207,19375.1551,7711,5504.1000,1648,7662.7645,72,21999570.597,170,-399.986,159,2022-03-28
12,11,Mg, ,0, ,, ,0, , ,3/2+,11.3046, ,45,s,11.3046,0.0045,EC+B+,100, , , , , , , , ,-0.5366, ,0.114, ,-12221.7457,3461,-31746,401,-9650.644,1632,4056.179,32,13145.0063,1624,7581.2541,1355,7901.1229,14,22994123.768,34,-5473.675,32,2022-03-28
12,12,Mg,3.0570,16,78.965,49, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-13884.766,2282,-28752.9673,3449,-9316.5618,130,-5515.677,21,16531.2216,343,11692.6957,130,8260.7103,6,23985041.689,13,-13933.578,13,2022-03-28
12,13,Mg,3.0284,22,10.011,13, ,0, , ,5/2+,STABLE, , , , , , , , , , , , , , , ,-0.85545, ,0.201, ,-4276.808,447,-21215.2879,2326,-9885.9215,607,-3834.968,1201,7330.5219,471,12063.8523,497,8223.5028,19,24985836.966,50,-13192.782,47,2022-03-28
12,14,Mg,3.0337,18,11.025,38, ,0, , ,0+,STABLE, , , , , , , , , , , , , , , , , , , ,-4004.4042,629,-15369.8877,629,-10614.7437,342,-9353.764,4,11093.0797,443,14145.7010,12004,8333.8711,11,25982592.972,31,-16214.544,29,2022-03-28
12,15,Mg, ,0, ,, ,0, , ,1/2+,9.458, ,12,m,567.48,0.72,B-,100, , , , , , , , ,-0.04107, , , ,2610.2694,669,-10447.7728,737,-11857.4651,1146,-9068.803,4,6443.3687,388,15014.7848,4,8263.8525,18,26984340.647,50,-14586.594,47,2022-03-28
12,16,Mg, ,0, ,, ,0, , ,0+,20.915, ,9,h,75294,32.4,B-,100, , , , , , , , , , , , ,1830.774,2653,-5894.4000,2651,-11493.219,5752,-14031.631,10,8504.6694,2651,16791.1261,4,8272.4531,93,27983875.426,280,-15019.946,261,2022-03-28
12,17,Mg, ,0, ,, ,0, , ,3/2+,1.30, ,12,s,1.3,0.12,B-,100, , , , , , , , ,0.978, , , ,7595.4023,4873,-1832.9586,3479,-11001.7729,29,-13292.354,7,3663.7325,4321,16913.0158,10,8113.5317,119,28988607.163,369,-10612.360,345,2022-03-28
12,18,Mg, ,0, ,, ,0, , ,0+,335, ,17,ms,0.335,0.017,B-,100, , , , , , , , , , , , ,6982.744,23287,1255.0717,13400,-11787.402,18,-17356.043,5,6340.3306,13399,18850.3374,7,8054.425,432,29990465.454,1390,-8881.373,1295,2022-03-28
12,19,Mg, ,0, ,, ,0, , ,1/2(+),236, ,20,ms,0.236,0.02,B-,100, ,B-N,6.2,1.9, , , , ,-0.88355, , , ,11828.5569,38009,4670.6466,4,-12597.9777,91,-15368.183,14,2312.0974,3,18885.7927,6,7869.1886,992,30996648.232,3300,-3122.152,3074,2022-03-28
12,20,Mg, ,0, ,, ,0, , ,0+,86, ,5,ms,0.086,0.005,B-,100, ,B-N,5.5,0.5, , , , , , , , ,10270.4677,78787,6050.4899,4,-14553.5547,126,-19469.053,37,5778.0669,4,20363.9032,14,7803.8411,1019,31999110.138,3500,-828.901,3260,2022-03-28
12,21,Mg, ,, ,, ,0, , ,3/2-,90.5, ,16,ms,0.0905,0.0016,B-,100, ,B-N,14,2, , , , ,-0.7456, , , ,13460.255,74767,7990.9232,8,-15861.846,150,-18817.24,450,2279.5444,4,20966.2497,37,7636.4382,807,33005327.862,2859,4962.873,2663,2022-03-28
12,22,Mg, ,, ,, ,0, , ,0+,20, ,10,ms,0.02,0.01,B-,100, ,B-N, , , , , , , , , , ,11320.9428,72072,8749.3881,10,-17381.7116,253,-23356.79,599,4710.8668,7,22745.7599,450,7550.3919,2027,34008935.455,7400,8323.324,6893,2022-03-28
12,23,Mg, ,, ,, ,0, , ,(3/2- 5/2-),11.3, ,6,ms,0.0113,0.0006,B-,100, ,B-N,52,46,B-3N, , , , , , , ,15863.5156,2697679,10566.0866,270,-17966.7238,379,-22191.214,722,754.8562,270,23329.2995,657,7356.2338,77048,35016790,289500,15639.786,269668,2022-03-28
12,24,Mg, ,, ,, ,0, , ,0+,7.6, ,+5-8,ms,0.0076,0.00065,B-,100, ,B-N, , , , , , , , , , ,14429.7751,7062429,12532.5711,690,-19044,854,-25522.841,974,3330.9446,741,24740,962,7244.4202,191733,36021879,741000,20380.159,690237,2022-03-28
12,25,Mg, ,, ,, ,0, , , ,8, ,4,ms,0.008,0.004,N, , ,B-N, , ,B-, , , , , , , ,18401.9132,7218139,14189.7752,715,-20344,921,-24922.522,980,240.0000,110,24980,980,7055.1115,188905,37030286.265,750350,28211.478,698947,2022-03-28
12,26,Mg, ,, ,, ,0, , ,0+, , , , , , ,B-,100, ,B-2N, , ,B-N, , , , , , , ,17604,525,16193,534,-21192,718, ,,2209,861,26349,851,6928,13,38036580,540,34074,503,2022-03-28
12,27,Mg, ,, ,, ,0, , , ,180,LT, ,ns,0.00000018, ,N, , , , , , , , , , , , , ,21286,594,18234,534, ,, ,,-630,100,26419,880,6734,13,39045921,551,42775,513,2022-03-28
12,28,Mg, ,, ,, ,0, , ,0+, , , , , , ,B-,100, ,B-6N, , ,B-5N, , , , , , , ,20729,583,19989,583, ,, ,,1297,716,27716,896,6598,13,40053194,537,49550,500,2022-03-28
13,8,Al, ,, ,, ,0, , ,(5/2+),35,LT, ,ns,0.000000035, ,P, , , , , , , , , , , , , , ,, ,,-10055,603,16186.149,600, ,,-2323,600,6297,29,21029082,644,27090,600,2022-03-28
13,9,Al, ,, ,, ,0, , ,(4)+,91.1, ,5,ms,0.0911,0.0005,EC+B+,100, ,B+P,55,3,B+2P,1.1,0.1, , , , , ,-15439,641, ,,-9262,411,18600.986,401,16960,721,-9,401,6782,18,22019540,430,18201,401,2022-03-28
13,10,Al, ,, ,, ,0, , ,5/2+,446, ,6,ms,0.446,0.006,EC+B+,100, ,ECP,1.04,0.03, , , , ,3.89, ,0.16, ,-17202,500,-34963,500,-8606.2292,11,12221.746,346,19525,401,140.9136,3797,7335.7275,150,23007244.351,370,6748.071,345,2022-03-28
13,11,Al, ,, ,, ,0, , ,4+,2.053, ,4,s,2.053,0.004,EC+B+,100, ,B+A,0.035,0.006,B+P,0.0016,0.0003, , , , , ,-10793.9978,194734,-32070,500,-9324.2165,11277,13884.766,228,14868.2013,4132,1864.1087,2301,7649.5806,95,23999947.598,244,-48.812,228,2022-03-28
13,12,Al, ,, ,, ,0, , ,5/2+,7.183, ,12,s,7.183,0.012,EC+B+,100, , , , , , , , ,3.6455, , , ,-12743.2956,100002,-27732.4776,19,-9156.0324,774,4276.808,8,16938.4799,2369,2271.3669,650,8021.1366,26,24990428.308,69,-8915.974,65,2022-03-28
13,13,Al, ,, ,, ,0, , ,5+,7.17E+5, ,24,Y,22626315923782.465,757366223390.208,EC+B+,100, , , , , , , ,0,2.804, ,0.27, ,-5069.1361,849,-24108.7792,10,-9453.6638,1474,4004.405,72,11365.4835,717,6306.3285,560,8149.7653,26,25986891.876,71,-12210.139,66,2022-03-28
13,14,Al,3.0610,31,100, ,,0, , ,5/2+,STABLE, , , , , , , , , , , , , , , ,3.6415069, ,0.1466, ,-4812.3583,964,-18127.1784,1176,-10091.9259,473,-2610.27,6,13058.0422,814,8271.2911,557,8331.5533,18,26981538.408,50,-17196.864,47,2022-03-28
13,15,Al, ,, ,, ,0, , ,3+,2.245, ,2,m,134.7,0.12,B-,100, , , , , , , , ,3.242, ,0.175, ,4642.0776,486,-12537.5323,970,-10857.7346,513,-1830.773,266,7725.1740,110,9553.0964,678,8309.8969,18,27981910.009,52,-16850.719,49,2022-03-28
13,16,Al, ,, ,, ,0, , ,5/2+,6.56, ,6,m,393.6,3.6,B-,100, , , , , , , , , , , , ,3687.3192,3447,-4786.2833,3447,-11274.8645,12485,-7595.402,488,9428.3609,3481,10476.7878,4322,8348.4647,119,28980453.164,370,-18207.762,345,2022-03-28
