z,n,symbol,radius,unc_r,abundance,abundance_unc,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,Extraction_date
95,148,Am,5.9048,35, ,, ,0, , ,5/2-,7364, ,22,Y,232385202876.89548,694252371.441024,A,100, ,SF,0.0000000037,0.0000000009, , , , ,1.503, ,2.86, ,-6.9302,15692,-5700.0117,12458,5439.0849,9304,-579.556,2896,6364.3262,12358,4830.8419,13770,7530.1742,57,243061379.889,1490,57175.005,1388,2022-03-28
95,149,Am, ,, ,, ,0, , ,(6-),10.1, ,1,h,36360,360,B-,100, , , , , , , , , , , , ,1427.3,10000,-5374.1186,14333,5137.9904,17,73.114,278,5367.1883,15791,5164.3972,26299,7521.3095,61,244064282.892,1600,59879.135,1491,2022-03-28
95,150,Am, ,, ,, ,0, , ,(5/2)+,2.05, ,1,h,7380,36,B-,100, , , , , , , , , , , , ,895.8929,15491,-4622.7363,16187,5160.3857,100,-1277.756,14,6050.0363,19027,5194.5750,29337,7515.3043,77,245066452.827,2024,61900.417,1886,2022-03-28
95,151,Am, ,, ,, ,0, , ,(7-),39, ,3,m,2340,180,B-,100, , , , , , , , , , , , ,2377,18,-4082,18,5152,201,-400.772,23,4978,18,5473,22,7505,0,246069774,19,64994,18,2022-03-28
95,152,Am, ,, ,, ,0, , ,(5/2),23.0, ,13,m,1380,78,B-,100, , , , , , , , , , , , ,1620,100,-3535,100,4922,105,-2057.0,224,5912,102,5531,101,7499,0,247072092,107,67153,100,2022-03-28
95,153,Am, ,, ,, ,0, , , , , , , , , , , , , , , , , , , , , , , ,3170,200,-3042,200,4898,223, ,,4662,224,5936,283,7487,1,248075752,215,70563,200,2022-03-28
95,157,Am, ,, ,, ,0, , , , , , , , , ,B-,100, , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
96,137,Cm, ,, ,, ,0, , , ,23, ,+13-6,s,23,9.5,EC+B+,80,10,A,20,10, , , , , , , , ,-5478,247, ,,7473.4999,54,4008.34,140,7111,217,3415,311,7546.002,3480,233050771.485,87059,47293.340,81095,2022-03-28
96,138,Cm, ,, ,, ,0, , ,0+,51, ,12,s,51,12,SF,40, ,A,40, ,EC+B+,20, , , , , , ,-6673,154,-14120,233,7365.3254,9,2260.411,161,8642.2466,83,3851,115,7550.6868,730,234050158.568,18333,46722.411,17078,2022-03-28
96,139,Cm, ,, ,, ,0, , , , , , , , , , , , , , , , , , , , , , , ,-4757,413,-13453,184,7280,100,3388.398,115,6780,104,3737,190,7547,0,235051545,110,48013,102,2022-03-28
96,140,Cm, ,, ,, ,0, , ,0+, , , , , , ,EC, , ,A, , , , , , , , , , ,-5689,361,-12989,401,7066.9897,5,1811.82,120,8232,104,4060.7531,56,7550.309,747,236051372.112,18931,47852.820,17635,2022-03-28
96,141,Cm, ,, ,, ,0, , , , , , , , , ,A,1, , , , , , , , , , , , ,-3963,242,-12366,368,6770.3999,51,2677.151,95,6676.9869,76,4082,140,7546.6241,3139,237052868.988,79870,49247.151,74399,2022-03-28
96,142,Cm, ,, ,, ,0, , ,0+,2.2, ,4,h,7920,1440,EC,96.16,0.18,A,3.84,0.18,SF,0.048,0.002, , , , , ,-4771,256,-11836,231,6670.301,10,1023.782,60,7873.2662,75,4413,61,7547.9966,514,238053081.606,13133,49445.203,12234,2022-03-28
96,143,Cm, ,, ,, ,0, , ,(7/2-),2.7, ,8,h,9720,2880,EC,100, ,A,0.001, , , , , , , , , ,-3103,256,-11141,297,6539.6999,149,1756.602,150,6369.5591,151,4563.4303,161,7543.0659,6279,239054908.519,161107,51146.962,150070,2022-03-28
96,144,Cm, ,, ,, ,0, , ,0+,27, ,1,d,2332800,86400,A,99.5, ,EC,0.5, ,SF,0.0000039,0.0000008, , , , , ,-3940,150,-10597,207,6397.7981,5997,214.112,14,7494.0580,150,4955.1089,23385,7542.8617,79,240055528.233,2045,51724.222,1905,2022-03-28
96,145,Cm, ,, ,, ,0, , ,1/2+,32.8, ,2,d,2833920,17280,EC,99,0.1,A,1,0.1, , , , , , , , ,-2279,165,-10034,150,6185.1919,5717,767.435,1955,6093.7702,20909,5097.3105,14,7536.8488,67,241057651.218,1725,53701.770,1607,2022-03-28
96,146,Cm,5.8285,192, ,, ,0, , ,0+,162.8, ,2,d,14065920,17280,A,100, ,SF,0.0000062,0.0000003,34SI,0.00000000000001, , , , , , ,-2948,135,-9248,165,6215.6349,813,-664.315,1597,6969.3890,12338,5419.6075,4020,7534.504,47,242058834.187,1224,54803.699,1141,2022-03-28
96,147,Cm, ,, ,, ,0, , ,5/2+,29.1, ,1,Y,918306545.8606272,3155692.5974592,A,99.71,0.03,EC,0.29,0.03,SF,0.0000000053,0.0000000009, , , , , ,-1507.6936,45065,-8641,135,6168.7999,10000,6.931,2041,5693.0815,10495,5575.0490,10447,7526.9261,62,243061387.329,1605,57181.936,1496,2022-03-28
96,148,Cm,5.8429,181, ,, ,0, , ,0+,18.11, ,3,Y,571495929.3998611,946707.77923776,A,100, ,SF,0.000137,0.000002, , , , , , , , ,-2261.9902,143567,-8309.1122,4,5901.5999,300,-1427.3,18,6801.4186,10268,6012.1413,12221,7523.9527,45,244062750.622,1187,58451.835,1106,2022-03-28
96,149,Cm,5.8475,182, ,, ,0, , ,7/2+,8423, ,74,Y,265803987483.9884,2335212522.119808,A,100, ,SF,0.00000061,0.00000009, , , , ,0.4, , , ,-809.2519,14964,-7780.6194,14,5624.4928,4895,-895.893,2208,5518.6292,4913,6163.5822,11142,7515.7677,47,245065491.047,1233,61004.524,1149,2022-03-28
96,150,Cm,5.8562,184, ,, ,0, , ,0+,4706, ,40,Y,148506893636.42996,1262277038.98368,A,99.97385,0.00007,SF,0.02615,0.00007, , , , , , , , ,-1350,600000,-7268.1822,18031,5475.1197,8897,-2377.088,18,6458.9303,12178,6572.4762,19630,7511.4716,62,246067222.016,1637,62616.912,1525,2022-03-28
96,151,Cm, ,, ,, ,0, , ,9/2-,1.56E+7, ,5,Y,492288045203635.2,15778462987296,A,100, , , , , , , , ,0.36, , , ,43.5841,63245,-6505.1245,60,5353.6281,3,-1619.895,100,5155.1245,4,6750,18,7501.9318,154,247070352.678,4076,65533.105,3797,2022-03-28
96,152,Cm,5.8687,193, ,, ,0, , ,0+,3.48E+5, ,6,Y,10981810239158.016,189341555847.552,A,91.61,0.16,SF,8.39,0.16, , , , , , , , ,-738.3049,500026,-6168.0917,6,5161.8109,2540,-3170.252,200,6211.6758,4,7049,100,7496.7291,95,248072349.086,2531,67392.748,2358,2022-03-28
96,153,Cm, ,, ,, ,0, , ,1/2+,64.15, ,3,m,3849,1.8,B-,100, , , , , , , , , , , , ,904.363,25934,-5451.6748,50,5147.6071,13,-2353.304,298,4713.3700,2500,7101,200,7485.551,95,249075953.992,2545,70750.696,2371,2022-03-28
96,154,Cm, ,, ,, ,0, , ,0+,8.3E+3,AP, ,Y,261922485589.1136, ,SF,74, ,A,18, ,B-,8, , , , , , ,37.582,106414,-4928.0633,10,5169.8993,18, ,,5832.4263,10,7403,298,7478.9385,411,250078357.541,11029,72989.588,10274,2022-03-28
96,155,Cm, ,, ,, ,0, , ,(1/2+),16.8, ,2,m,1008,12,B-,100, , , , , , , , , , , , ,1420,200000,-4375.3424,23,5013,202, ,,4412.9244,25, ,,7466.7233,904,251082284.988,24367,76647.981,22698,2022-03-28
96,156,Cm, ,, ,, ,0, , ,0+,2,LT, ,d,172800, ,B-,100, , , , , , , , , , , , ,521,359,-4243,298, ,, ,,5663,299, ,,7460,1,252084870,320,79056,298,2022-03-28
97,136,Bk, ,, ,, ,0, , , ,21, ,+48-17,s,21,32.5,EC+B+, , ,A, , , , , , , , , , , ,, ,,8166,207,5477.66,247, ,,850,308,7519,1,233056652,250,52771,233,2022-03-28
97,137,Bk, ,, ,, ,0, , , ,1.4E2, ,+14-5,s,140,95,A,80, ,EC,20, , , , , , , , , , ,, ,,8098.5999,54,6672.589,154,7447,278,1187,173,7519,1,234057322,164,53395,153,2022-03-28
97,139,Bk, ,, ,, ,0, , ,(4+),22, ,+13-6,s,22,9.5,EC+B+,100, ,ECSF,4,2, , , , , , , , , ,, ,,7697,200,5689.18,361,7300,539,1761,375,7523,2,236057479,387,53542,361,2022-03-28
97,141,Bk, ,, ,, ,0, , , ,144, ,5,s,144,5,EC+B+,100, ,ECF,0.048,0.02, , , , , , , , ,-3061,393,-11793,274,7330,200,4770.797,256,7065,344,2320,267,7525,1,238058204,275,54216,256,2022-03-28
97,142,Bk, ,, ,, ,0, , ,(3/2- 7/2+), , , , , , ,EC,99, ,A,1, ,SF,1, , , , , , ,-3952,239,-11099,363,7200,200,3103.038,256,8038,329,2485,207,7527,1,239058239,222,54250,207,2022-03-28
97,143,Bk, ,, ,, ,0, , , ,4.8, ,8,m,288,48,ECSF,0.002,0.0013,EC+B+, , , , , , , , , , ,-2324,151,-10609,192,7199,191,3939.778,150,6657,256,2772,212,7523,1,240059758,161,55664,150,2022-03-28
97,144,Bk, ,, ,, ,0, , ,(7/2+),4.6, ,4,m,276,24,EC+B+, , ,A, , , , , , , , , , ,-3346,235,-10079,166,6986,176,2279.23,165,7755,223,3033,165,7524,1,241060098,178,55981,165,2022-03-28
97,145,Bk, ,, ,, ,0, , , ,7.0, ,13,m,420,78,EC+B+,100, , , , , , , , , , , , ,-1635,135,-9646,215,6906,147,2948.301,135,6300,213,3239,135,7519,1,242061999,144,57752,135,2022-03-28
97,146,Bk, ,, ,, ,0, , ,(3/2-),4.6, ,2,h,16560,720,EC+B+,99.85, ,A,0.15, , , , , , , , , ,-2300,181,-8768.6705,14,6874.3533,4,1507.693,5,7134,135,3403.0409,4,7517.5021,186,243063005.905,4856,58689.629,4524,2022-03-28
97,147,Bk, ,, ,, ,0, , ,(4-),5.02, ,3,h,18072,108,EC,99.994,0.003,A,0.006,0.003, , , , , , , , ,-764.2709,145724,-8347,181,6778.7999,4,2261.99,14,6047.1220,15,3757.0814,14,7511.4759,590,244065178.969,15457,60713.825,14399,2022-03-28
97,148,Bk, ,, ,, ,0, , ,3/2-,4.95, ,3,d,427680,2592,EC,99.88,0.01,A,0.12,0.01, , , , , , , , ,-1571.3755,25861,-7735.6383,28707,6454.5246,14045,809.252,2129,6971.3675,14,3927.0303,14149,7509.2714,73,245066359.814,1923,61813.776,1792,2022-03-28
97,149,Bk, ,, ,,X,0, , ,2(-),1.80, ,2,d,155520,1728,EC+B+,100, , , , , , , , , , , , ,-123.3159,600198,-7489.5577,60,6073.9824,60,1350.0,60,5918.1822,60,4326.5833,60,7502.8035,2440,246068671.3,64433,63966.912,60019,2022-03-28
97,150,Bk, ,, ,, ,0, , ,3/2-,1380, ,250,Y,43548557844.93696,7889231493.648,A,100, , , , , , , , , , , , ,-619.8711,152376,-6672.0245,5,5889.5999,5,-43.584,6,6548.7086,60,4416.3616,5,7498.9408,210,247070305.889,5570,65489.521,5189,2022-03-28
97,151,Bk, ,, ,,Z,0, ,0,(6+ 8-),9,GT, ,Y,284012333.771328, , , , , , , , , , , , , , , ,893.1015,503143,-6049.6579,52,5827.0015,50,738.305,50,5429.7868,50,4691.0239,50,7490.5975,2018,248073141.689,53739,68131.053,50058,2022-03-28
97,152,Bk, ,, ,, ,0, , ,7/2+,330, ,4,d,28512000,345600,B-,99.99855,0.00008,A,0.00145,0.00008,SF,0.000000047,0.000000002, ,2, ,5.79, ,123.6,4000,-5462.9363,5,5520.9999,14142,-904.363,2679,6356.0378,50,4835.3860,25813,7486.041,50,249074983.118,1339,69846.333,1248,2022-03-28
97,153,Bk, ,, ,, ,0, , ,2-,3.212, ,5,h,11563.2,18,B-,100, , , , , , , , , , , , ,1781.6696,24561,-4842.0453,27862,5533,18,-37.582,11,4965.6453,28148,5087.6613,4,7475.9594,116,250078317.195,3110,72952.006,2898,2022-03-28
97,154,Bk, ,, ,, ,0, , ,(3/2-),55.6, ,11,m,3336,66,B-,100, , , , , , , , , , , , ,1093,100000,-4013.6728,11,5650,101,-1420.0,25,5795.3424,11,5050.5774,15,7469.2637,428,251080760.555,11523,75227.981,10734,2022-03-28
97,155,Bk, ,, ,, ,0, , , , , , , , , ,B-,100, , , , , , , , , , , , ,2500,200,-3672,200,5547,283,-521.0,359,4765,200,5402,201,7459,1,252084310,215,78535,200,2022-03-28
97,156,Bk, ,, ,,X, , , , ,10,GT, ,m,600, , , , , , , , , , , , , , , ,1627,359,-3177,359,5400,200, ,,5677,411,5416,467,7451,1,253086880,385,80929,359,2022-03-28
98,139,Cf, ,, ,, ,0, , , ,2.1, ,3,s,2.1,0.3,A,70, ,SF,10, , , , , , , , , , ,, ,,8219.9999,54, ,, ,,2892,373,7503.3507,4107,237062199.272,104506,57938.255,97347,2022-03-28
98,140,Cf, ,, ,, ,0, , ,0+,21.1, ,13,ms,0.0211,0.0013,SF,95, ,A,5, , , , , , , , , , ,, ,,8130,299,3062.0,393,8732,314,3221,377,7509,1,238061490,320,57278,298,2022-03-28
98,141,Cf, ,, ,, ,0, , , ,39, ,+37-12,s,39,24.5,A, , ,EC, , , , , , , , , , ,-5429,323, ,,7763.4507,63,3952.0,239,7147,321,3304,283,7507,1,239062482,129,58202,120,2022-03-28
98,142,Cf, ,, ,, ,0, , ,0+,0.96, ,15,m,57.6,9,A,98, ,SF,2, ,EC+B+, , , , , , , ,-6237,366,-13713,300,7710.9834,4,2324.719,151,8284,121,3550,208,7510.24,751,240062253.447,19360,57988.719,18034,2022-03-28
98,143,Cf, ,, ,, ,0, , ,(7/2-),3.78, ,70,m,226.8,42,EC+B+,75, ,A,25, , , , , , , , , ,-4567,285,-12970,402,7655,150,3346.0,235,6733,168,3626,225,7507,1,241063690,180,59327,167,2022-03-28
98,144,Cf, ,, ,, ,0, , ,0+,3.7, ,5,m,222,30,A,80,20,EC+B+,20,20,SF,0.014, , , , , , ,-5414,257,-12578,231,7516.8626,4,1634.982,136,8011,168,3883,166,7509.0991,533,242063754.544,13840,59386.982,12892,2022-03-28
98,145,Cf, ,, ,, ,0, , ,(1/2+),10.7, ,5,m,642,30,EC+B+,86, ,A,14, , , , , , , , , ,-3757,275,-11883,314,7418,100,2300.371,181,6468,181,4051,225,7505,1,243065475,194,60990,181,2022-03-28
98,146,Cf, ,, ,, ,0, , ,0+,19.4, ,6,m,1164,36,A,100, , , , , , , , , , , , ,-4547,181,-11340,207,7328.9581,18113,764.271,15,7583,181,4500.5042,5,7505.1373,107,244065999.447,2809,61478.096,2617,2022-03-28
98,147,Cf, ,, ,, ,0, , ,1/2+,45.0, ,15,m,2700,90,EC,64.7,2.5,A,35.3,2.5, , , , , , , , ,-2930,165,-10712,181,7258.4655,18422,1571.375,3,6164.2629,3,4617.6450,15,7499.6644,99,245068046.755,2606,63385.151,2428,2022-03-28
98,148,Cf, ,, ,, ,0, , ,0+,35.7, ,5,h,128520,1800,A,100, ,EC,0.004, ,SF,0.00024,0.00004, , , , , ,-3728.5741,899373,-10296,165,6861.6127,9987,123.316,60,7366.2418,24223,5012.5193,17695,7499.122,62,246068803.685,1625,64090.228,1514,2022-03-28
98,149,Cf, ,, ,, ,0, , ,(7/2+),3.11, ,3,h,11196,108,EC,99.965,0.005,A,0.035,0.005, , , , , , , , ,-2469.0006,241495,-9780.7275,91,6502.5408,14,619.871,15,6052.1534,14,5146.4905,62,7493.2638,580,247070971.348,15380,66109.392,14327,2022-03-28
98,150,Cf, ,, ,, ,0, , ,0+,333.5, ,28,d,28814400,241920,A,99.9971,0.0003,SF,0.0029,0.0003, , , , , , , , ,-3061,53,-9411.7601,20,6361.1999,5,-893.102,50,6942.7595,15,5540.5413,7,7491.044,207,248072182.905,5497,67237.951,5121,2022-03-28
98,151,Cf, ,, ,, ,0, , ,9/2-,351, ,2,Y,11076481017.081793,63113851.949184,A,100, ,SF,0.0000005,0.00000004, , , , ,-0.28, , , ,-1452,30,-8648,52,6293.2928,4895,-123.6,17,5586.5363,5,5697.2908,50,7483.3954,48,249074850.428,1269,69722.733,1182,2022-03-28
98,152,Cf, ,, ,, ,0, , ,0+,13.08, ,9,Y,412764591.7476634,2840123.33771328,A,99.923,0.003,SF,0.077,0.003, , , , , , , , ,-2055,100,-8076,30,6128.5082,1925,-1781.67,3,6623.7149,13155,5964.9679,13750,7479.9567,62,250076404.494,1650,71170.336,1538,2022-03-28
98,153,Cf, ,, ,, ,0, , ,1/2+,898, ,44,Y,28338119525.183617,1388504742.882048,A,100, ,SF, , , , , , , , , , ,-376.566,64677,-7162,100,6176.9599,8944,-1093.0,11,5106.6728,4,6105.9954,5,7470.5014,155,251079587.171,4187,74134.981,3901,2022-03-28
98,154,Cf, ,, ,, ,0, , ,0+,2.647, ,3,Y,83531183.05474502,94670.777923776,A,96.898,0.003,SF,3.102,0.003, , , , , , , , ,-1260,500000,-6548.2548,6,6216.9469,406,-2500.39,200,6171.6888,4,6482.3418,11,7465.3474,94,252081626.507,2531,76034.610,2358,2022-03-28
98,155,Cf, ,, ,, ,0, , ,(7/2+),17.81, ,8,d,1538784,6912,B-,99.69,0.04,A,0.31,0.04, , , , , , , , ,291.0753,43850,-6064.3669,50,6125.9499,4,-1627.438,359,4804.3669,4,6522,200,7454.8297,168,253085133.723,4570,79301.562,4257,2022-03-28
98,156,Cf, ,, ,, ,0, , ,0+,60.5, ,2,d,5227200,17280,SF,99.69,0.02,A,0.31,0.02, , , , , , , , ,-652.7561,118014,-5740.4090,12,5926.8918,5,-3051.605,298,6031.4844,12,6876,359,7449.2259,451,254087323.575,12304,81341.395,11462,2022-03-28
98,157,Cf, ,, ,, ,0, , ,(7/2+),85, ,18,m,5100,1080,B-,100, , , , , , , , , , , , ,720,200,-5256,200,5736,201, ,,4603,201,6873,359,7438,1,255091046,215,84809,200,2022-03-28
98,158,Cf, ,, ,, ,0, , ,0+,12.3, ,12,m,738,72,SF,100, ,A,0.000001, , , , , , , , , ,-144,330,-5120,315,5560,100, ,,5840,373, ,,7432,1,256093442,338,87041,314,2022-03-28
99,141,Es, ,, ,, ,0, , ,(1+),6, ,2,s,6,2,A,70,10,EC+B+,30,10,ECSF,4.8,1.8, , , , , , ,, ,,8258.7789,63,6236.281,366,7476,473,1265,385,7481,2,240068949,393,64225,366,2022-03-28
99,142,Es, ,, ,, ,0, , , ,8, ,+6-5,s,8,5.5,EC+B+, , ,A, , , , , , , , , , ,-5327,379, ,,8258.6223,17,4566.0,285,8403,433,1384,232,7485,1,241068592,248,63893,231,2022-03-28
99,143,Es, ,, ,, ,0, , , ,13.5, ,25,s,13.5,2.5,EC+B+,0, ,A,0, , , , , , , , , ,-3598,476,-12490,395,8160.1152,20,5414.018,257,7163,345,1814,307,7483,1,242069567,276,64801,257,2022-03-28
99,144,Es, ,, ,,X,0, , ,(7/2+),21, ,2,s,21,2,A,61,6,EC+B+,39,6,SF,1, , , , , , ,-4569,245,-11724,451,8072.1077,10,3757.0,275,8126,330,1929,207,7486,1,243069508,222,64747,207,2022-03-28
99,145,Es, ,, ,, ,0, , , ,37, ,4,s,37,4,EC,96, ,A,4, , , , , , , , , ,-2938,271,-11362,223,7936,102,4547.904,181,6792,275,2253,256,7483,1,244070881,195,66026,181,2022-03-28
99,146,Es, ,, ,, ,0, , ,(3/2-),1.1, ,1,m,66,6,EC,60,10,A,40,10, , , , , , , , ,-3877,256,-10720,260,7909.3581,3,2929.849,165,7782,245,2452,165,7485,1,245071192,178,66315,165,2022-03-28
99,147,Es, ,, ,,X,0, ,0, ,7.5, ,5,m,450,30,EC+B+,90.1,1.8,A,9.9,1.8, , , , , , , , ,-2372.3848,909577,-10444,215,7642,100,3728.574,90,6567,188,2855.3207,90,7480.7849,3655,246072806.474,96538,67818.802,89925,2022-03-28
99,148,Es, ,, ,, ,0, , ,(3/2-), , , , , , , , , , , , , , , , , , , , ,-3094,182,-9684.1117,24,7463.8478,20,2469.001,24,7311.7269,92,2800.8057,19,7480.1005,787,247073621.929,20870,68578.393,19441,2022-03-28
99,149,Es, ,, ,, ,0, , ,(2- 0+),24, ,3,m,1440,180,EC,99.7,0.3,A,0.25, , , , , , , , , ,-1599,53,-9445,188,7160,50,3061.049,52,6351,56,3099,54,7476,0,248075469,56,70299,52,2022-03-28
99,150,Es, ,, ,, ,0, , ,7/2+,102.2, ,6,m,6132,36,EC+B+,99.43,0.08,A,0.57,0.08, , , , , , , , ,-2344,31,-8794,31,6936,30,1452.267,30,7196,60,3352,31,7474,0,249076409,32,71175,30,2022-03-28
99,151,Es, ,, ,, ,0, , ,(6+),8.6, ,1,h,30960,360,EC,97, ,A,3, , , , , , , , , ,-847,100,-8365,100,6834,117,2054.664,100,6021,104,3786,100,7469,0,250078611,107,73225,100,2022-03-28
99,152,Es, ,, ,, ,0, , ,3/2-,33, ,1,h,118800,3600,EC,99.5,0.2,A,0.5,0.2, , , , , , , , ,-1447.261,152387,-7631.9637,9,6597.11,10162,376.566,7,6785,100,3947.7598,5,7465.8842,211,251079991.431,5676,74511.547,5288,2022-03-28
99,153,Es, ,, ,, ,0, , ,(5-),471.7, ,19,d,40754880,164160,A,78,2,EC,22,2, , , , , , , , ,477.9998,503220,-6735.5159,52,6738.642,5081,1260.0,50,5288.2548,50,4129.3418,50,7457.2428,1986,252082979.173,53736,77294.610,50056,2022-03-28
99,154,Es, ,, ,, ,0, , ,7/2+,20.47, ,3,d,1768608,2592,A,100, ,SF,0.0000087,0.0000003, , , , ,4.1, ,6.7, ,-335.0623,10782,-5877.4424,5,6739.2376,508,-291.076,4,6355.4422,50,4313.0952,25822,7452.8879,49,253084821.241,1341,79010.486,1249,2022-03-28
99,155,Es, ,, ,, ,0, , ,(7+),275.7, ,5,d,23820480,43200,A,100, ,B-,0.000174,0.000008,SF,0.000003, , ,4.35, , , ,1091.63,22858,-5422.7153,3,6617.2299,4743,652.756,12,5087.6530,28549,4596.3813,5,7443.5759,116,254088024.337,3152,81994.151,2936,2022-03-28
99,156,Es, ,, ,, ,0, , ,(7/2+),39.8, ,12,d,3438720,103680,B-,92,0.4,A,8,0.4,SF,0.0041,0.0002, , , , , ,288.7717,101024,-4884.6024,11,6436.3399,13416,-719.763,200,5976.2324,11,4541.1293,16,7437.8216,424,255090273.504,11612,84089.237,10817,2022-03-28
99,157,Es, ,, ,, ,0, , ,(1+ 0-),25.4, ,24,m,1524,144,B-,100, , , , , , , , , , , , ,1700,100,-4687,100,6225,224,144.0,330,4976,101,4913,224,7428,0,256093597,107,87185,100,2022-03-28
99,158,Es, ,, ,, ,0, , , ,7.7, ,2,d,665280,17280,SF, , ,B-, , , , , , , , , , ,813,411,-4153,411,6050,200, ,,5853,423,4926,517,7422,2,257095979,441,89403,411,2022-03-28
100,141,Fm, ,, ,, ,0, , , ,0.73, ,6,ms,0.00073,0.00006,SF,78, ,A,14, ,EC,12, , , , , , , ,, ,,8857,315,5327.0,379, ,,2294,473,7459,1,241074311,322,69220,300,2022-03-28
100,142,Fm, ,, ,, ,0, , ,0+,0.8, ,2,ms,0.0008,0.0002,SF,100, , , , , , , , , , , , , ,, ,,8697,499,3599.0,476,8892,500,2783,462,7465,2,242073430,430,68400,401,2022-03-28
100,143,Fm, ,, ,, ,0, , ,(7/2-),231, ,9,ms,0.231,0.009,A,91,3,EC+B+,10, ,SF,9,1, , , , , , ,, ,,8689.1999,51,4569.0,244,7155,421,2774,288,7464,1,243074414,140,69316,130,2022-03-28
100,144,Fm, ,, ,, ,0, , ,0+,3.12, ,8,ms,0.00312,0.00008,SF,97, ,EC,2, ,A,1, , , , , , ,-6634,425, ,,8550,200,2938.0,270,8424,239,3072,288,7468,1,244074036,216,68964,201,2022-03-28
100,145,Fm, ,, ,, ,0, , , ,4.2, ,13,s,4.2,1.3,A,100, , , , , , , , , , , , ,-5133,325,-13477,422,8440,100,3877.0,255,6843,280,3123,266,7465,1,245075354,210,70192,195,2022-03-28
100,146,Fm, ,, ,, ,0, , ,0+,1.54, ,4,s,1.54,0.04,A,93.2,0.6,SF,6.8,0.6,EC,1.3, , , , , , ,-5924,260,-13205,260,8379.289,5,2372.385,91,8072,196,3413,166,7467.9608,556,246075353.334,14675,70191.187,13670,2022-03-28
100,147,Fm, ,, ,, ,0, , ,(7/2+),31, ,1,s,31,1,A,64, ,EC+B+,36, , , , , , , , , ,-4263,275,-12514,317,8257.6677,10,3093.607,182,6590,181,3435,202,7464,1,247076944,194,71672,181,2022-03-28
100,148,Fm, ,, ,, ,0, , ,0+,34.5, ,12,s,34.5,1.2,A,95,5,EC,5,5,SF,0.1,0.05, , , , , ,-5050,184,-12109,208,7994.7808,8,1598.793,53,7846,181,3969.5712,21,7465.9451,343,248077185.451,9122,71897.793,8497,2022-03-28
100,149,Fm, ,, ,, ,0, , ,(7/2+),2.6, ,7,m,156,42,EC+B+,67,9,A,33,9, , , , , , , , ,-3661.8091,1645418,-11500,184,7709.0754,6,2344.143,31,6449.9683,10,4069,53,7461.8649,249,249078926.042,6668,73519.143,6212,2022-03-28
100,150,Fm, ,, ,, ,0, , ,0+,30, ,3,m,1800,180,A,90, ,EC,10, ,SF,0.0069,0.001, , , , , ,-4326.9476,912615,-11180.0771,165,7557.0492,8,847.193,100,7518.2680,10,4392,31,7462.0905,316,250079519.765,8468,74072.193,7888,2022-03-28
100,151,Fm, ,, ,, ,0, , ,(9/2-),5.30, ,8,h,19080,288,EC+B+,98.2,0.13,A,1.8,0.13, , , , , , , , ,-3007.9406,237108,-10511.6502,92,7424.4999,10000,1447.261,15,6184.7026,16,4555,101,7457.0013,569,251081545.13,15342,75958.808,14292,2022-03-28
100,152,Fm, ,, ,, ,0, , ,0+,25.39, ,4,h,91404,144,A,99.9977,0.0002,SF,0.0023,0.0002, , , , , , , , ,-3650.5075,914356,-10221.4563,20,7153.7437,10162,-477.999,50,7213.5157,15,4983.9076,7,7456.0351,207,252082466.019,5604,76816.611,5221,2022-03-28
100,153,Fm, ,, ,, ,0, , ,1/2+,3.00, ,12,d,259200,10368,EC,88,1,A,12,1, , , , , , , , ,-1827,31,-9192.8876,91,7197.8999,10000,335.063,199,5542.3801,5,5238.0329,50,7448.4712,61,253085180.945,1662,79345.549,1549,2022-03-28
100,154,Fm, ,, ,, ,0, , ,0+,3.240, ,2,h,11664,7.2,A,99.9408,0.0003,SF,0.0592,0.0003, , , , , , , , ,-2550,100,-8342,31,7307.2696,10160,-1091.63,3,6514.3453,19398,5396.9360,17104,7444.7936,73,254086852.424,1978,80902.521,1843,2022-03-28
100,155,Fm, ,, ,, ,0, , ,7/2+,20.07, ,7,h,72252,252,A,100, ,SF,0.000024,0.00001, , , , ,-3.46, ,10.6, ,-1041.6037,67172,-7723,100,7240.5682,5080,-288.772,12,5173.3741,4,5482.6571,5,7435.886,154,255089963.495,4223,83800.465,3934,2022-03-28
100,156,Fm, ,, ,, ,0, , ,0+,157.1, ,13,m,9426,78,SF,91.9,0.3,A,8.1,0.3, , , , , , , , ,-1971,124,-7428.5906,6,7025.2702,18865,-1700.204,100,6386.9869,5,5893.4116,11,7431.7888,118,256091771.699,3241,85484.796,3020,2022-03-28
100,157,Fm, ,, ,, ,0, , ,(9/2+),100.5, ,2,d,8683200,17280,A,99.79,0.004,SF,0.21,0.004, , , , , , , , ,-402.3347,45748,-6937,124,6863.6599,8944,-812.863,411,4965.9772,4,5884,100,7422.1942,169,257095105.419,4669,88590.137,4350,2022-03-28
