z,n,symbol,% abundance,half_life annum,atomic_mass AMU
90,142,Th,99.98,14000000000,232.038053606
90,143,Th, ,21.83,233.041580126
90,144,Th, ,24.1,234.043599801
90,145,Th, ,7.2,235.047255
90,146,Th, ,37.3,236.049657
90,147,Th, ,4.8,237.053629
90,148,Th, ,9.4,238.056388
91,120,Pa, ,300,211.023674036
91,121,Pa, ,5.1,212.023184819
91,122,Pa, ,5.3,213.021099644
91,123,Pa, ,17,214.020891055
91,124,Pa, ,14,215.019113955
91,125,Pa, ,0.15,216.019134633
91,126,Pa, ,3.8,217.018309024
91,127,Pa, ,109,218.020021133
91,128,Pa, ,54,219.019949909
91,129,Pa, ,0.78,220.021769753
91,130,Pa, ,5.9,221.021873393
91,131,Pa, ,2.9,222.023687064
91,132,Pa, ,5.1,223.023980414
91,133,Pa, ,0.846,224.025617286
91,134,Pa, ,1.7,225.026147927
91,135,Pa, ,1.8,226.027948217
91,136,Pa, ,38.3,227.028803586
91,137,Pa, ,22,228.031050758
91,138,Pa, ,1.5,229.032095585
91,139,Pa, ,17.4,230.034539717
91,140,Pa,100,32760,231.0358825
91,141,Pa, ,1.32,232.038590205
91,142,Pa, ,26.975,233.040246535
91,143,Pa, ,6.7,234.043305555
91,144,Pa, ,24.4,235.045399
91,145,Pa, ,9.1,236.048668
91,146,Pa, ,8.7,237.051023
91,147,Pa, ,2.28,238.054637
91,148,Pa, ,1.8,239.05726
92,122,U, ,0.52,#VALUE!
92,123,U, ,0.7,215.026719774
92,124,U, ,4.5,216.024762829
92,125,U, ,16,217.02466
92,126,U, ,0.65,218.023504877
92,127,U, ,60,219.025009233
92,129,U, ,0.66,221.026323297
92,130,U, ,4.7,222.026057957
92,131,U, ,18,223.027960754
92,132,U, ,0.84,224.027635913
92,133,U, ,69,225.02938505
92,134,U, ,268,226.029338669
92,135,U, ,1.1,227.031181124
92,136,U, ,9.1,228.031368959
92,137,U, ,58,229.033505976
92,138,U, ,20.23,230.033940114
92,139,U, ,4.2,231.03629218
92,140,U, ,68.9,232.037154765
92,141,U, ,159190,233.039634294
92,142,U,0.0054,245500,234.040950296
92,143,U,0.7204,704000000,235.043928117
92,144,U, ,23420000,236.04556613
92,145,U, ,6.752,237.048728309
92,146,U,99.2742,4468000000,238.050786936
92,147,U, ,23.45,239.054291989
92,148,U, ,14.1,240.056592411
92,149,U, , ,241.06033
92,150,U, ,16.8,242.062931
92,151,U, , ,243.067075
92,152,U, , ,#VALUE!
92,153,U, , ,#VALUE!
92,154,U, , ,#VALUE!
92,155,U, , ,#VALUE!
92,156,U, , ,#VALUE!
92,157,U, , ,#VALUE!
92,158,U, , ,#VALUE!
92,159,U, , ,#VALUE!
92,160,U, , ,#VALUE!
92,161,U, , ,#VALUE!
92,162,U, , ,#VALUE!
92,163,U, , ,#VALUE!
93,126,Np, ,0.15,219.031601865
93,127,Np, ,25,220.03271628
93,130,Np, ,2.2,223.03291334
93,131,Np, ,38,224.03438803
93,132,Np, ,3.6,225.033943422
93,133,Np, ,35,226.035230364
93,134,Np, ,0.51,227.034975012
93,135,Np, ,61.4,228.036313
93,136,Np, ,4,229.036287269
93,137,Np, ,4.6,230.03782806
93,138,Np, ,48.8,231.038243598
93,139,Np, ,14.7,232.040107
93,140,Np, ,36.2,233.040739421
93,141,Np, ,4.4,234.042893245
93,142,Np, ,396.1,235.044061518
93,143,Np, ,153000,236.046568296
93,144,Np, ,2144000,237.04817164
93,145,Np, ,2.099,238.050944603
93,146,Np, ,2.356,239.052937538
93,147,Np, ,61.9,240.056163778
93,148,Np, ,13.9,241.058309671
93,149,Np, ,2.2,242.061639548
93,150,Np, ,1.85,243.064204
93,151,Np, ,2.29,244.067891
93,159,Np, , ,#VALUE!
94,134,Pu, ,1.1,228.038763325
94,135,Pu, ,90,229.040145099
94,136,Pu, ,102,230.039648313
94,137,Pu, ,8.6,231.041125946
94,138,Pu, ,33.8,232.041182133
94,139,Pu, ,20.9,233.042997411
94,140,Pu, ,8.8,234.043317489
94,141,Pu, ,25.3,235.045284609
94,142,Pu, ,2.858,236.046056661
94,143,Pu, ,45.64,237.048407888
94,144,Pu, ,87.7,238.049558175
94,145,Pu, ,24110,239.052161596
94,146,Pu, ,6561,240.05381174
94,147,Pu, ,14.329,241.056849651
94,148,Pu, ,375000,242.058740979
94,149,Pu, ,4.956,243.062002068
94,150,Pu, ,81300000,244.064204401
94,151,Pu, ,10.5,245.067824554
94,152,Pu, ,10.84,246.070204172
94,153,Pu, ,2.27,247.0743
94,158,Pu, , ,#VALUE!
95,128,Am, ,5,223.04584
95,134,Am, ,0.9,229.045282534
95,135,Am, ,31,230.046025
95,137,Am, ,79,232.046613
95,138,Am, ,3.2,233.046468
95,139,Am, ,2.32,234.047731
95,140,Am, ,10.3,235.047906478
95,141,Am, ,3.6,236.049427
95,142,Am, ,73.6,237.049995
95,143,Am, ,98,238.051982531
95,144,Am, ,11.9,239.053022729
95,145,Am, ,50.8,240.055298374
95,146,Am, ,432.6,241.056827343
95,147,Am, ,16.02,242.059547358
95,148,Am, ,7364,243.061379889
95,149,Am, ,10.1,244.064282892
95,150,Am, ,2.05,245.066452827
95,151,Am, ,39,246.069774
95,152,Am, ,23,247.072092
95,153,Am, , ,248.075752
95,157,Am, , ,#VALUE!
96,137,Cm, ,23,233.050771485
96,138,Cm, ,51,234.050158568
96,139,Cm, , ,235.051545
96,140,Cm, , ,236.051372112
96,141,Cm, , ,237.052868988
96,142,Cm, ,2.2,238.053081606
96,143,Cm, ,2.7,239.054908519
96,144,Cm, ,27,240.055528233
96,145,Cm, ,32.8,241.057651218
96,146,Cm, ,162.8,242.058834187
96,147,Cm, ,29.1,243.061387329
96,148,Cm, ,18.11,244.062750622
96,149,Cm, ,8423,245.065491047
96,150,Cm, ,4706,246.067222016
96,151,Cm, ,15600000,247.070352678
96,152,Cm, ,348000,248.072349086
96,153,Cm, ,64.15,249.075953992
96,154,Cm, ,8300,250.078357541
96,155,Cm, ,16.8,251.082284988
96,156,Cm, ,2,252.08487
97,136,Bk, ,21,233.056652
97,137,Bk, ,140,234.057322
97,139,Bk, ,22,236.057479
97,141,Bk, ,144,238.058204
97,142,Bk, , ,239.058239
97,143,Bk, ,4.8,240.059758
97,144,Bk, ,4.6,241.060098
97,145,Bk, ,7,242.061999
97,146,Bk, ,4.6,243.063005905
97,147,Bk, ,5.02,244.065178969
97,148,Bk, ,4.95,245.066359814
97,149,Bk, ,1.8,246.0686713
97,150,Bk, ,1380,247.070305889
97,151,Bk, ,9,248.073141689
97,152,Bk, ,330,249.074983118
97,153,Bk, ,3.212,250.078317195
97,154,Bk, ,55.6,251.080760555
97,155,Bk, , ,252.08431
97,156,Bk, ,10,253.08688
98,139,Cf, ,2.1,237.062199272
98,140,Cf, ,21.1,238.06149
98,141,Cf, ,39,239.062482
98,142,Cf, ,0.96,240.062253447
98,143,Cf, ,3.78,241.06369
98,144,Cf, ,3.7,242.063754544
98,145,Cf, ,10.7,243.065475
98,146,Cf, ,19.4,244.065999447
98,147,Cf, ,45,245.068046755
98,148,Cf, ,35.7,246.068803685
98,149,Cf, ,3.11,247.070971348
98,150,Cf, ,333.5,248.072182905
98,151,Cf, ,351,249.074850428
98,152,Cf, ,13.08,250.076404494
98,153,Cf, ,898,251.079587171
98,154,Cf, ,2.647,252.081626507
98,155,Cf, ,17.81,253.085133723
98,156,Cf, ,60.5,254.087323575
98,157,Cf, ,85,255.091046
98,158,Cf, ,12.3,256.093442
99,141,Es, ,6,240.068949
99,142,Es, ,8,241.068592
99,143,Es, ,13.5,242.069567
99,144,Es, ,21,243.069508
99,145,Es, ,37,244.070881
99,146,Es, ,1.1,245.071192
99,147,Es, ,7.5,246.072806474
99,148,Es, , ,247.073621929
99,149,Es, ,24,248.075469
99,150,Es, ,102.2,249.076409
99,151,Es, ,8.6,250.078611
99,152,Es, ,33,251.079991431
99,153,Es, ,471.7,252.082979173
99,154,Es, ,20.47,253.084821241
99,155,Es, ,275.7,254.088024337
99,156,Es, ,39.8,255.090273504
99,157,Es, ,25.4,256.093597
99,158,Es, ,7.7,257.095979
100,141,Fm, ,0.73,241.074311
100,142,Fm, ,0.8,242.07343
100,143,Fm, ,231,243.074414
100,144,Fm, ,3.12,244.074036
100,145,Fm, ,4.2,245.075354
100,146,Fm, ,1.54,246.075353334
100,147,Fm, ,31,247.076944
100,148,Fm, ,34.5,248.077185451
100,149,Fm, ,2.6,249.078926042
100,150,Fm, ,30,250.079519765
100,151,Fm, ,5.3,251.08154513
100,152,Fm, ,25.39,252.082466019
100,153,Fm, ,3,253.085180945
100,154,Fm, ,3.24,254.086852424
100,155,Fm, ,20.07,255.089963495
100,156,Fm, ,157.1,256.091771699
100,157,Fm, ,100.5,257.095105419
100,158,Fm, ,370,258.097077
100,159,Fm, ,1.5,259.100596
101,143,Md, ,0.38,244.081157
101,144,Md, ,0.9,245.080864
101,145,Md, ,0.9,246.081713
101,146,Md, ,1.2,247.08152
101,147,Md, ,7,248.082607
101,148,Md, ,21.7,249.082857155
101,149,Md, ,52,250.084164934
101,150,Md, ,4,251.084774287
101,151,Md, ,2.3,252.086385
101,152,Md, ,6,253.087143
101,153,Md, ,10,254.08959
101,154,Md, ,27,255.091081702
101,155,Md, ,77.7,256.093888
101,156,Md, ,5.52,257.095537343
101,157,Md, ,51.5,258.098433634
101,158,Md, ,1.6,259.100445
101,159,Md, ,31.8,260.10365
102,146,No, ,2,248.086623
102,148,No, ,4.2,250.087565
102,149,No, ,0.8,251.088942
102,150,No, ,2.46,252.08896607
102,151,No, ,1.62,253.09056278
102,152,No, ,51.2,254.090954211
102,153,No, ,3.52,255.093196439
102,154,No, ,2.91,256.094281912
102,155,No, ,24.5,257.096884203
102,156,No, ,1.2,258.098205
102,157,No, ,58,259.100998364
102,158,No, ,106,260.102641
102,160,No, ,5,262.107463
103,149,Lr, ,0.33,252.095048
103,150,Lr, ,0.57,253.09503385
103,151,Lr, ,18.1,254.096238813
103,152,Lr, ,31.1,255.096562399
103,153,Lr, ,27.9,256.098494024
103,154,Lr, ,4,257.09948
103,155,Lr, ,3.92,258.101753
103,156,Lr, ,6.2,259.1029
103,157,Lr, ,180,260.105504
103,158,Lr, ,39,261.106879
103,159,Lr, ,4,262.109615
103,163,Lr, ,11,266.119874
104,149,Rf, ,11,253.100528
104,150,Rf, ,23.2,254.100055
104,151,Rf, ,1.68,255.101267
104,152,Rf, ,6.67,256.101151464
104,153,Rf, ,4.4,257.102916796
104,154,Rf, ,12,258.103429895
104,155,Rf, ,2.4,259.105601
104,156,Rf, ,21,260.10644
104,157,Rf, ,68,261.108769591
104,158,Rf, ,2.3,262.109923
104,159,Rf, ,10,263.112461
104,161,Rf, ,1,265.116683
104,163,Rf, , ,267.121787
105,150,Db, ,1.6,255.106919
105,151,Db, ,1.6,256.107674
105,152,Db, ,2.3,257.107520042
105,153,Db, ,4.3,258.108972995
105,154,Db, ,0.51,259.109491859
105,155,Db, ,1.52,260.111297
105,156,Db, ,1.8,261.111979
105,157,Db, ,35,262.114067
105,158,Db, ,27,263.114987
105,161,Db, ,0.4,266.121032
105,162,Db, , ,267.122399
105,163,Db, ,28,268.125669
105,165,Db, ,15,270.131399
106,152,Sg, ,2.5,258.11304
106,153,Sg, ,0.29,259.114353
106,154,Sg, ,3.6,260.114383435
106,155,Sg, ,0.23,261.115948135
106,156,Sg, ,6.9,262.116338978
106,157,Sg, ,1,263.118299
106,158,Sg, ,37,264.11893
106,159,Sg, ,14.4,265.121089
106,160,Sg, ,0.34,266.121973
106,163,Sg, ,3.1,269.128495
106,165,Sg, ,2.4,271.133782
107,153,Bh, ,35,260.121443
107,154,Bh, ,12,261.121395733
107,155,Bh, ,102,262.122654688
107,156,Bh, , ,263.122916
107,157,Bh, ,0.44,264.124486
107,158,Bh, , ,265.124955
107,159,Bh, ,2.1,266.12679
107,160,Bh, ,17,267.127499
107,163,Bh, ,1,270.133366
107,164,Bh, , ,271.135115
107,165,Bh, ,10.5,272.138259
107,167,Bh, ,44,274.143599
107,171,Bh, ,19,278.154988
108,155,Hs, , ,263.128479
108,156,Hs, ,0.8,264.12835633
108,157,Hs, ,2,265.129791744
108,158,Hs, ,2.97,266.130048783
108,159,Hs, ,52,267.131678
108,160,Hs, ,0.4,268.132011
108,161,Hs, ,9.7,269.133649
108,162,Hs, ,7.6,270.134313
108,165,Hs, ,0.76,273.141458
108,167,Hs, ,0.15,275.14653
108,169,Hs, ,3,277.151772
108,170,Hs, ,19,278.153753
109,157,Mt, ,2.1,266.137062253
109,159,Mt, ,21,268.138649
109,161,Mt, ,0.48,270.140322
109,165,Mt, ,0.44,274.147343
109,166,Mt, , ,275.148972
109,167,Mt, ,0.69,276.151705
109,168,Mt, ,5,277.153525
109,169,Mt, ,4.5,278.156487
109,173,Mt, ,1.1,282.166888
110,157,Ds, , ,267.143726
110,159,Ds, , ,269.144750965
110,160,Ds, ,0.2,270.14458662
110,161,Ds, ,1.63,271.145951
110,163,Ds, ,0.17,273.148455
110,167,Ds, ,4.1,277.155763
110,169,Ds, ,0.18,279.159984
110,170,Ds, ,7,280.161375
110,171,Ds, ,9.6,281.164545
110,172,Ds, ,1.1,282.166174
111,161,Rg, ,3.8,272.153273
111,163,Rg, ,12,274.155247
111,167,Rg, ,4.2,278.16159
111,168,Rg, ,0.17,279.16288
111,169,Rg, ,4.4,280.165204
111,170,Rg, ,26,281.166757
111,171,Rg, ,100,282.169343
111,175,Rg, ,11,286.178756
112,165,Cn, ,0.69,277.163535
112,169,Cn, ,0.13,281.169563
112,170,Cn, ,0.96,282.170507
112,171,Cn, ,4,283.173202
112,172,Cn, ,108,284.17436
112,173,Cn, ,34,285.177227
112,174,Cn, ,11,286.178691
113,165,Nh, ,1.4,278.170725
113,169,Nh, ,0.07,282.17577
113,170,Nh, , ,283.176666
113,171,Nh, ,0.97,284.178843
113,172,Nh, ,5.5,285.180106
113,173,Nh, ,9.5,286.182456
113,177,Nh, ,2,290.191429
114,170,Fl, ,2.5,284.181192
114,172,Fl, ,166,286.184226
114,173,Fl, ,0.51,287.18672
114,174,Fl, ,0.64,288.187781
114,175,Fl, ,2.7,289.190517
114,176,Fl, ,19,290.191875
115,172,Mc, , ,287.19082
115,173,Mc, ,0.17,288.192879
115,174,Mc, ,0.22,289.193971
115,175,Mc, ,0.65,290.196235
116,174,Lv, ,8.3,290.198635
116,175,Lv, , ,291.201014
116,176,Lv, ,12.8,292.201969
116,177,Lv, ,53,293.204583
116,178,Lv, , ,#VALUE!
117,176,Ts, ,14,293.208727
117,177,Ts, ,51,294.21084
118,176,Og, ,0.58,294.213979
